Unnamed: 0,Floor No,Units Available,Covered Area,Carpet Area,Sqft Price,Total Amenities,Area Difference (%),Floors,Price_Millions,Possession Status,Flooring Type,Society,Furnished Type,Facing,Transaction Type,Type of Property,City,Bathroom,Parking,Bedroom,Balconies,Ownership Type
5625,5,0,1135,700,12863,89,38,5,14.599505,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Co-operative Society
5626,4,0,925,690,9189,90,25,7,8.499825,Ready to Move,Marbonite,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
5627,15,3,1800,1400,20555,89,22,22,36.999,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North - East,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5628,5,2,650,476,15231,89,26,31,9.90015,Ready to Move,Mosaic,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
5629,15,2,914,740,17500000,89,19,31,17.5,Ready to Move,Mosaic,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5630,21,24,548,444,8500000,89,19,28,8.5,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,2,Freehold
5631,10,1,950,720,19894,90,24,30,18.8993,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5632,14,3,791,565,14285,90,28,35,11.299435,Under Construction,Vitrified,N,Unfurnished,West,New Property,Apartment,Thane,2,1,2,1,Freehold
5633,0,200,821,587,19230,90,28,40,15.78783,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5634,0,200,546,390,13186,90,28,40,7.199556,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
5635,10,15,648,450,12191,90,30,29,7.899768,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
5636,6,0,1085,680,10783,89,37,17,11.699555,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,3,Freehold
5637,11,50,770,453,4545,89,41,23,3.49965,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
5638,13,0,900,490,9555,89,45,18,8.5995,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,1,1,Freehold
5639,7,0,900,770,12222,89,14,12,10.9998,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Thane,2,1,2,1,Freehold
5640,12,150,1111,711,12871,90,36,50,14.299681,Under Construction,Ceramic Tiles,Y,Unfurnished,North - West,New Property,Apartment,Thane,3,1,2,2,Freehold
5641,6,2,1665,1250,12012,90,24,26,19.99998,Ready to Move,Marble,N,Furnished,North,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5642,8,2,454,454,13215,89,0,31,5.99961,Ready to Move,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
5643,4,2,600,390,8333,90,35,7,4.9998,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,1,1,1,1,Co-operative Society
5644,12,6,1100,750,13727,90,31,39,15.0997,Under Construction,Marbonite,Y,Semi-Furnished,North - East,New Property,Apartment,Thane,2,1,2,3,Freehold
5645,5,9,982,634,17449,90,35,25,17.134918,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5646,16,10,483,302,8240,90,37,24,3.97992,Under Construction,Vitrified,N,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
5647,15,2,1100,1050,17272,89,4,42,18.9992,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,3,1,3,1,Freehold
5648,5,15,1100,820,15363,90,25,7,16.8993,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5649,15,5,1135,755,11365,89,33,36,12.899275,Ready to Move,Vitrified,N,Unfurnished,North,Resale,Apartment,Thane,2,1,2,1,Co-operative Society
5650,20,50,988,618,10829,90,37,40,10.699052,Under Construction,Marble,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5651,24,7,970,670,10824,89,30,33,10.49928,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5652,15,4,1004,1002,20219,89,0,52,20.299876,Under Construction,Vitrified,Y,Semi-Furnished,North - East,New Property,Apartment,Thane,3,1,3,2,Freehold
5653,6,0,1189,820,14886,89,31,7,17.699454,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5654,5,1,1195,850,12134,90,28,36,14.50013,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Thane,2,1,2,1,Freehold
5655,16,0,1100,900,15909,90,18,27,17.4999,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,3,1,3,1,Freehold
5656,18,5,590,350,8254,89,40,23,4.86986,Ready to Move,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
5657,0,4,580,450,8966,89,22,7,5.20028,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,1,1,Co-operative Society
5658,24,0,700,650,16285,90,7,30,11.3995,Ready to Move,Ceramic Tiles,N,Semi-Furnished,West,Resale,Apartment,Thane,2,1,2,4,Freehold
5659,12,0,885,559,10395,89,36,28,9.199575,Ready to Move,Vitrified,N,Unfurnished,North - West,Resale,Apartment,Thane,2,1,2,1,Freehold
5660,10,0,740,689,18918,90,6,20,13.99932,Ready to Move,Ceramic Tiles,N,Unfurnished,West,Resale,Apartment,Thane,2,1,2,3,Freehold
5661,5,0,725,468,11862,90,35,30,8.59995,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,1,1,Freehold
5662,15,1,1350,958,12592,89,29,27,16.9992,Under Construction,Vitrified,Y,Semi-Furnished,North,New Property,Apartment,Thane,3,1,3,1,Freehold
5663,28,19,583,472,7900000,90,19,28,7.9,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
5664,28,1,1174,950,22500000,90,19,38,22.5,Under Construction,Vitrified,Y,Semi-Furnished,Unknown,New Property,Apartment,Thane,3,1,3,1,Freehold
5665,12,10,656,656,12673,90,0,24,8.313488,Under Construction,Granite,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,2,Freehold
5666,15,0,600,425,14500,26,29,18,8.7,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,1,Freehold
5667,9,4,450,259,13333,89,42,34,5.99985,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,1,1,1,1,Co-operative Society
5668,5,0,959,776,19000000,89,19,13,19.0,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,3,Freehold
5669,21,11,2114,1319,12582,90,37,31,26.598348,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Freehold
5670,4,0,1580,1200,15822,90,24,23,24.99876,Ready to Move,Vitrified,N,Furnished,East,Resale,Apartment,Thane,3,1,3,2,Freehold
5671,11,4,800,530,12857,89,33,23,10.2856,Under Construction,Vitrified,Y,Semi-Furnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5672,40,100,687,687,18922,90,0,50,12.999414,Under Construction,Vitrified,Y,Unfurnished,South - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5673,3,2,572,430,11888,90,24,7,6.799936,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,1,1,1,Freehold
5674,4,10,640,640,22187,90,0,28,14.19968,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5675,16,21,956,708,11518,89,25,38,11.011208,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,2,3,Freehold
5676,2,28,266,266,16541,90,0,32,4.399906,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
5677,16,0,550,460,17272,90,16,19,9.4996,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North - East,Resale,Apartment,Thane,2,1,1,1,Freehold
5678,7,16,1001,751,10285,89,24,29,10.295285,Under Construction,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5679,5,24,2020,1266,14108,90,37,5,28.49816,Under Construction,Mosaic,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,1,Freehold
5680,7,0,1215,868,14732,90,28,8,17.89938,Under Construction,Vitrified,N,Unfurnished,North,Resale,Apartment,Thane,2,1,2,1,Freehold
5681,5,0,1200,902,15833,90,24,8,18.9996,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
5682,6,15,1680,879,9107,90,47,27,15.29976,Ready to Move,Granite,Y,Unfurnished,North - East,New Property,Apartment,Thane,3,1,3,2,Freehold
5683,9,5,530,530,19811,90,0,33,10.49983,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5684,24,3,672,672,19047,90,0,33,12.799584,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5685,8,13,834,675,12000000,89,19,21,12.0,Ready to Move,Ceramic Tiles,N,Unfurnished,North,New Property,Apartment,Thane,2,1,2,2,Co-operative Society
5686,8,10,600,360,7833,90,40,22,4.6998,Under Construction,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
5687,11,0,580,454,13448,89,21,29,7.79984,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,1,Freehold
5688,10,0,2200,1100,13636,90,50,34,29.9992,Ready to Move,Vitrified,N,Unfurnished,North - East,New Property,Apartment,Thane,3,1,3,1,Freehold
5689,0,8,920,671,12935,89,27,29,11.9002,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,3,Freehold
5690,13,0,950,710,18421,90,25,34,17.49995,Ready to Move,Vitrified,N,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5691,8,2,700,472,10000,89,32,22,7.0,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
5692,15,5,1337,1011,15033,90,24,25,20.099121,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,3,1,3,1,Freehold
5693,0,12,1500,1177,22400,90,21,14,33.6,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Freehold
5694,8,0,763,477,9304,90,37,19,7.098952,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
5695,4,100,750,511,15700,90,31,38,11.775,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
5696,15,33,780,531,10980,90,31,30,8.5644,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5697,12,45,1200,746,10336,90,37,31,12.4032,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5698,12,100,923,923,15167,90,0,33,13.999141,Under Construction,Vitrified,Y,Unfurnished,South,New Property,Apartment,Thane,2,1,3,1,Freehold
5699,19,1,1350,800,13703,89,40,27,18.49905,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
5700,0,141,624,390,9935,90,37,14,6.19944,Under Construction,Mosaic,Y,Unfurnished,North,New Property,Apartment,Thane,2,1,1,1,Freehold
5701,4,0,900,700,10000,90,22,7,9.0,Ready to Move,Marbonite,N,Semi-Furnished,North,Resale,Apartment,Thane,2,1,2,1,Freehold
5702,26,2,1850,1050,12972,90,43,30,23.9982,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Apartment,Thane,3,1,3,3,Freehold
5703,0,45,350,350,16857,90,0,22,5.89995,Ready to Move,Vitrified,N,Semi-Furnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
5704,28,5,1155,722,11515,89,37,30,13.299825,Under Construction,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5705,15,0,1100,839,14091,27,23,30,15.5001,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5706,15,1,1535,1147,13029,90,25,34,19.999515,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Freehold
5707,27,1,1150,984,17304,90,14,27,19.8996,Ready to Move,Vitrified,N,Semi-Furnished,West,Resale,Apartment,Thane,3,1,3,2,Co-operative Society
5708,1,0,2990,2000,13377,90,33,30,39.99723,Ready to Move,Granite,N,Furnished,North - East,Resale,Apartment,Thane,4,1,4,2,Co-operative Society
5709,16,4,850,557,11764,89,34,27,9.9994,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,2,1,2,1,Co-operative Society
5710,7,1,1086,879,17500000,90,19,20,17.5,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,3,1,Co-operative Society
5711,9,0,1162,940,17200000,90,19,14,17.2,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,2,Freehold
5712,48,0,900,676,19444,90,24,50,17.4996,Ready to Move,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5713,30,345,594,481,8400000,89,19,47,8.4,Under Construction,Ceramic Tiles,N,Unfurnished,Unknown,New Property,Apartment,Thane,2,1,1,1,Freehold
5714,4,0,551,490,13430,89,11,7,7.39993,Ready to Move,Granite,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,0,Freehold
5715,6,0,2900,2000,15862,89,31,31,45.9998,Ready to Move,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,3,1,4,2,Freehold
5716,29,0,1700,1100,15294,90,35,31,25.9998,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5717,5,2,713,713,16830,89,0,47,11.99979,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,2,Freehold
5718,7,2,1125,950,17333,89,15,27,19.499625,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Apartment,Thane,2,1,3,5,Co-operative Society
5719,3,2,993,640,10876,89,35,3,10.799868,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
5720,40,3,2000,1409,13750,89,29,42,27.5,Under Construction,Marble,Y,Semi-Furnished,West,New Property,Apartment,Thane,3,1,3,3,Freehold
5721,10,0,1350,1000,11481,89,25,15,15.49935,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5722,21,0,548,444,8500000,89,19,28,8.5,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,2,Freehold
5723,18,8,1339,957,15235,90,28,47,20.399665,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,3,1,3,1,Freehold
5724,11,0,1320,1011,18787,90,23,27,24.79884,Ready to Move,Marble,N,Furnished,West,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5725,4,0,1159,990,20276,89,14,26,23.499884,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,1,Freehold
5726,11,3,1100,720,10181,90,34,20,11.1991,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,4,Co-operative Society
5727,9,0,880,611,10113,89,30,20,8.89944,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,3,Freehold
5728,15,0,1050,660,11428,90,37,19,11.9994,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
5729,19,3,1530,1019,13071,89,33,20,19.99863,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,3,1,3,2,Co-operative Society
5730,6,0,1600,1011,18125,89,36,18,29.0,Ready to Move,Marble,N,Semi-Furnished,North - West,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5731,30,0,657,470,15068,89,28,33,9.899676,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,3,Freehold
5732,11,8,1250,1220,13200,90,2,28,16.5,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
5733,7,0,1430,1033,16783,90,27,27,23.99969,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Leasehold
5734,10,0,1310,1050,14885,15,19,20,19.49935,Ready to Move,Ceramic Tiles,N,Furnished,Unknown,Resale,Apartment,Thane,3,0,3,3,Freehold
5735,12,0,1200,860,13333,89,28,22,15.9996,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Thane,2,1,3,2,Freehold
5736,9,2,770,580,9870,90,24,19,7.5999,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
5737,27,27,1817,1150,13208,90,36,35,23.998936,Under Construction,Marble,N,Semi-Furnished,East,New Property,Apartment,Thane,3,1,3,1,Freehold
5738,13,10,323,323,11455,89,0,27,3.699965,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
5739,15,34,1708,1068,14183,89,37,32,24.224564,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Freehold
5740,3,0,2000,2000,12500,90,0,3,25.0,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Villa,Thane,3,1,4,5,Freehold
5741,23,3,1250,850,20000,90,32,34,25.0,Ready to Move,Mosaic,N,Unfurnished,North - East,Resale,Apartment,Thane,2,1,3,1,Freehold
5742,12,1,1200,835,15000,89,30,20,18.0,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
5743,4,4,1300,920,12307,90,29,16,15.9991,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,3,1,3,4,Freehold
5744,8,0,1115,902,18500000,89,19,8,18.5,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5745,13,0,1400,1288,24714,89,8,35,34.5996,Ready to Move,Vitrified,N,Semi-Furnished,North - East,New Property,Apartment,Thane,4,1,3,1,Freehold
5746,9,0,2200,2200,28409,90,0,28,13.4999095,Ready to Move,Granite,N,Semi-Furnished,West,Resale,Apartment,Thane,5,1,4,1,Freehold
5747,10,2,808,790,16708,89,2,27,13.500064,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,1,3,1,Freehold
5748,26,5,1200,769,15917,89,35,29,19.1004,Ready to Move,Vitrified,N,Unfurnished,South -West,Resale,Apartment,Thane,2,1,2,4,Co-operative Society
5749,24,0,1317,908,13059,90,31,28,17.198703,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,3,1,3,1,Freehold
5750,7,42,618,618,19255,90,0,30,11.89959,Under Construction,Ceramic Tiles,Y,Unfurnished,North - West,New Property,Apartment,Thane,2,1,2,1,Freehold
5751,20,1,890,710,16854,89,20,23,15.00006,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,1,2,1,Freehold
5752,20,1,1300,860,14615,89,33,27,18.9995,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,3,Freehold
5753,27,18,905,732,12500000,90,19,31,12.5,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5754,7,5,1018,611,11366,89,39,40,11.570588,Under Construction,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5755,8,2,1010,727,10990,90,28,20,11.0999,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Freehold
5756,7,0,600,600,13000,90,0,7,7.8,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
5757,20,5,1760,1174,10795,90,33,30,18.9992,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,1,Freehold
5758,7,0,1650,1165,19697,89,29,27,32.50005,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,1,Freehold
5759,3,0,1080,760,13240,90,29,20,14.2992,Ready to Move,Ceramic Tiles,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,2,2,Co-operative Society
5760,11,4,1450,1150,14483,44,20,13,21.00035,Ready to Move,Mosaic,N,Semi-Furnished,North - East,Resale,Apartment,Thane,2,1,3,1,Freehold
5761,12,4,1450,922,15449,89,36,30,22.40105,Under Construction,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,1,Freehold
5762,6,1,1000,600,7100,26,40,20,7.1,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
5763,0,2,3200,2700,20343,90,15,14,13.4999095,Ready to Move,Granite,Y,Unfurnished,East,New Property,Villa,Thane,5,1,4,4,Freehold
5764,19,2,1311,950,12051,89,27,27,15.798861,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,3,Freehold
5765,11,2,1100,727,10727,90,33,20,11.7997,Ready to Move,Vitrified,N,Unfurnished,North,Resale,Apartment,Thane,2,1,2,3,Co-operative Society
5766,25,0,1060,1060,17924,90,0,36,18.99944,Ready to Move,Granite,N,Unfurnished,East,Resale,Apartment,Thane,3,1,3,2,Freehold
5767,4,0,1050,950,13333,89,9,28,13.99965,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,4,1,3,3,Co-operative Society
5768,7,4,728,576,8788,90,20,31,6.397664,Under Construction,Granite,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
5769,7,4,585,433,7606,90,25,31,4.44951,Under Construction,Granite,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
5770,20,0,1695,1182,19174,90,30,24,32.49993,Ready to Move,Normal Tiles/Kotah Stone,N,Semi-Furnished,North - East,Resale,Apartment,Thane,3,1,3,1,Freehold
5771,9,0,1567,1567,24888,90,0,12,38.999496,Ready to Move,Marble,N,Furnished,North,Resale,Apartment,Thane,4,1,4,1,Freehold
5772,14,0,910,740,23888,90,18,22,21.73808,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Thane,2,1,2,3,Freehold
5773,10,2,1415,1150,18374,89,18,26,25.99921,Ready to Move,Granite,N,Furnished,East,Resale,Apartment,Thane,3,1,3,1,Freehold
5774,23,5,1675,1100,11940,26,34,30,19.9995,Ready to Move,Vitrified,N,Unfurnished,South -West,Resale,Apartment,Thane,3,1,3,1,Co-operative Society
5775,28,2,1960,1360,16326,89,30,32,31.99896,Ready to Move,Mosaic,N,Unfurnished,East,Resale,Apartment,Thane,3,1,4,1,Co-operative Society
5776,20,3,1100,780,12454,89,29,20,13.6994,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,3,2,Freehold
5777,3,0,1300,936,16218,89,28,18,21.0834,Ready to Move,Marble,N,Furnished,North,Resale,Apartment,Thane,3,1,3,2,Freehold
5778,15,0,826,590,10899,89,28,24,9.002574,Ready to Move,Marble,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,2,2,Freehold
5779,10,0,2500,1570,13000,89,37,20,32.5,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,4,1,4,1,Co-operative Society
5780,2,0,850,720,12941,89,15,15,10.99985,Ready to Move,Ceramic Tiles,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,2,Freehold
5781,5,0,3520,2200,17642,90,37,7,13.4999095,Ready to Move,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,5,1,5,3,Freehold
5782,9,0,1050,775,12952,89,26,36,13.5996,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Thane,2,1,2,1,Freehold
5783,24,2,770,950,18052,89,-23,28,13.90004,Ready to Move,Vitrified,Y,Furnished,North - East,New Property,Apartment,Thane,2,1,2,2,Freehold
