iter	Passed	Remaining
412	1597	2269
413	1600	2265
414	1603	2260
415	1607	2256
416	1611	2253
417	1614	2247
418	1617	2242
419	1620	2238
420	1623	2233
421	1626	2227
422	1629	2223
423	1632	2218
424	1636	2213
425	1639	2208
426	1642	2203
427	1644	2198
428	1647	2192
429	1650	2188
430	1653	2183
431	1656	2178
432	1659	2172
433	1662	2167
434	1665	2162
435	1668	2157
436	1670	2152
437	1674	2147
438	1676	2142
439	1679	2137
440	1682	2133
441	1685	2128
442	1688	2123
443	1691	2118
444	1694	2113
445	1697	2108
446	1700	2104
447	1703	2099
448	1706	2094
449	1710	2090
450	1713	2085
451	1716	2080
452	1719	2075
453	1722	2070
454	1725	2066
455	1728	2062
456	1731	2057
457	1734	2052
458	1737	2047
459	1740	2043
460	1743	2038
461	1746	2033
462	1749	2028
463	1752	2024
464	1755	2019
465	1758	2014
466	1761	2010
467	1764	2005
468	1767	2000
469	1770	1995
470	1772	1991
471	1775	1986
472	1778	1981
473	1781	1976
474	1784	1971
475	1786	1966
476	1789	1961
477	1791	1956
478	1794	1951
479	1797	1947
480	1800	1942
481	1802	1937
482	1805	1932
483	1808	1928
484	1811	1923
485	1814	1918
486	1817	1914
487	1820	1909
488	1822	1904
489	1825	1900
490	1828	1895
491	1831	1891
492	1834	1886
493	1837	1881
494	1839	1877
495	1842	1872
496	1845	1868
497	1848	1863
498	1851	1858
499	1854	1854
500	1857	1849
501	1859	1845
502	1862	1840
503	1865	1836
504	1868	1831
505	1871	1827
506	1874	1823
507	1877	1818
508	1880	1813
509	1883	1809
510	1886	1805
511	1888	1800
512	1891	1795
513	1894	1791
514	1897	1787
515	1900	1782
516	1903	1777
517	1905	1773
518	1908	1769
519	1911	1764
520	1914	1760
521	1917	1756
522	1920	1751
523	1923	1747
524	1926	1743
525	1929	1739
526	1932	1734
527	1935	1730
528	1938	1725
529	1941	1721
530	1944	1717
531	1947	1712
532	1950	1708
533	1953	1704
534	1956	1700
535	1959	1696
536	1962	1692
537	1965	1687
538	1968	1683
539	1971	1679
540	1974	1675
541	1977	1670
542	1980	1666
543	1983	1662
544	1985	1657
545	1988	1653
546	1991	1649
547	1994	1645
548	1997	1640
549	2000	1636
550	2003	1632
551	2006	1628
552	2009	1624
553	2012	1619
554	2014	1615
555	2017	1611
556	2020	1607
557	2023	1602
558	2026	1598
559	2029	1594
560	2032	1590
561	2035	1586
562	2038	1582
563	2041	1577
564	2043	1573
565	2046	1569
566	2049	1564
567	2052	1560
568	2054	1556
569	2057	1552
570	2060	1547
571	2062	1543
572	2065	1539
573	2068	1535
574	2071	1531
575	2074	1527
576	2077	1522
577	2080	1518
578	2083	1514
579	2086	1510
580	2089	1506
581	2091	1502
582	2094	1498
583	2097	1494
584	2100	1490
585	2103	1485
586	2106	1481
587	2109	1478
588	2112	1474
589	2115	1469
590	2118	1465
591	2120	1461
592	2123	1457
593	2126	1453
594	2129	1449
595	2132	1445
596	2135	1441
597	2137	1437
598	2141	1433
599	2144	1429
600	2147	1425
601	2150	1421
602	2154	1418
603	2157	1414
604	2160	1410
605	2164	1407
606	2167	1403
607	2170	1399
608	2174	1396
609	2177	1392
610	2181	1388
611	2185	1385
612	2188	1381
613	2191	1378
614	2195	1374
615	2198	1370
616	2202	1366
617	2205	1363
618	2208	1359
619	2212	1355
620	2216	1352
621	2219	1348
622	2223	1345
623	2226	1341
624	2230	1338
625	2233	1334
626	2236	1330
627	2239	1326
628	2243	1323
629	2245	1319
630	2249	1315
631	2252	1311
632	2255	1307
633	2259	1304
634	2262	1300
635	2265	1296
636	2268	1292
637	2271	1289
638	2274	1285
639	2277	1281
640	2280	1277
641	2283	1273
642	2286	1269
643	2289	1265
644	2292	1261
645	2295	1257
646	2298	1253
647	2301	1249
648	2304	1246
649	2307	1242
650	2310	1238
651	2312	1234
652	2316	1230
653	2318	1226
654	2321	1222
655	2324	1218
656	2327	1214
657	2330	1211
658	2332	1207
659	2335	1203
660	2338	1199
661	2341	1195
662	2344	1191
663	2347	1188
664	2350	1184
665	2353	1180
666	2357	1176
667	2360	1172
668	2362	1169
669	2365	1165
670	2368	1161
671	2371	1157
672	2374	1153
673	2377	1150
674	2380	1146
675	2383	1142
676	2387	1138
677	2390	1135
678	2394	1131
679	2397	1128
680	2400	1124
681	2403	1120
682	2406	1117
683	2409	1113
684	2412	1109
685	2415	1105
686	2418	1101
687	2421	1098
688	2424	1094
689	2427	1090
690	2430	1086
691	2433	1083
692	2436	1079
693	2439	1075
694	2441	1071
695	2444	1067
696	2447	1064
697	2450	1060
698	2453	1056
699	2456	1052
700	2459	1049
701	2462	1045
702	2465	1041
703	2468	1037
704	2471	1034
705	2473	1030
706	2476	1026
707	2479	1022
708	2482	1019
709	2485	1015
710	2488	1011
711	2491	1007
712	2494	1004
713	2497	1000
714	2500	996
715	2503	993
716	2507	989
717	2510	985
718	2513	982
719	2515	978
720	2518	974
721	2521	970
722	2524	967
723	2527	963
724	2530	959
725	2533	956
726	2536	952
727	2539	948
728	2542	945
729	2545	941
730	2548	937
731	2550	933
732	2553	930
733	2556	926
734	2559	922
735	2562	919
736	2565	915
737	2569	912
738	2572	908
739	2575	904
740	2578	901
741	2581	897
742	2584	894
743	2588	890
744	2591	886
745	2594	883
746	2597	879
747	2600	876
748	2603	872
749	2606	868
750	2609	865
751	2612	861
752	2616	858
753	2619	854
754	2622	850
755	2625	847
756	2628	843
757	2631	840
758	2634	836
759	2637	832
760	2640	829
761	2643	825
762	2646	821
763	2648	818
764	2651	814
765	2654	810
766	2657	807
767	2660	803
768	2662	799
769	2665	796
770	2668	792
771	2671	788
772	2673	785
773	2676	781
774	2679	777
775	2682	774
776	2685	770
777	2688	767
778	2691	763
779	2694	759
780	2697	756
781	2699	752
782	2702	749
783	2706	745
784	2709	742
785	2712	738
786	2715	734
787	2718	731
788	2721	727
789	2724	724
790	2727	720
791	2730	717
792	2733	713
793	2736	709
794	2739	706
795	2742	702
796	2744	699
797	2747	695
798	2751	692
799	2754	688
800	2757	684
801	2760	681
802	2763	677
803	2766	674
804	2769	670
805	2773	667
806	2775	663
807	2779	660
808	2782	656
809	2785	653
810	2788	649
811	2791	646
812	2794	642
813	2797	639
814	2800	635
815	2803	632
816	2806	628
817	2809	625
818	2812	621
819	2815	617
820	2818	614
821	2821	610
822	2824	607
823	2827	603
824	2830	600
825	2833	596
826	2836	593
827	2839	589
828	2842	586
829	2845	582
830	2848	579
831	2851	575
832	2854	572
833	2857	568
834	2861	565
835	2864	561
836	2867	558
837	2870	554
838	2874	551
839	2877	548
840	2881	544
841	2884	541
842	2887	537
843	2890	534
844	2893	530
845	2896	527
846	2899	523
847	2903	520
848	2906	516
849	2909	513
850	2912	509
851	2915	506
852	2918	503
853	2921	499
854	2924	496
855	2928	492
856	2932	489
857	2935	485
858	2938	482
859	2941	478
860	2944	475
861	2948	472
862	2951	468
863	2954	465
864	2957	461
865	2960	458
866	2963	454
867	2967	451
868	2970	447
869	2973	444
870	2976	440
871	2979	437
872	2983	433
873	2987	430
874	2991	427
875	2995	423
876	2998	420
877	3002	417
878	3005	413
879	3009	410
880	3013	407
881	3017	403
882	3021	400
883	3024	396
884	3028	393
885	3032	390
886	3037	386
887	3040	383
888	3044	380
889	3048	376
890	3053	373
891	3060	370
892	3066	367
893	3070	364
894	3076	360
895	3080	357
896	3085	354
897	3090	350
898	3094	347
899	3098	344
900	3103	340
901	3106	337
902	3110	334
903	3114	330
904	3118	327
905	3121	323
906	3125	320
907	3129	317
908	3133	313
909	3136	310
910	3141	306
911	3144	303
912	3148	300
913	3151	296
914	3154	293
915	3157	289
916	3160	286
917	3163	282
918	3166	279
919	3169	275
920	3172	272
921	3175	268
922	3178	265
923	3181	261
924	3184	258
925	3187	254
926	3190	251
927	3192	247
928	3195	244
929	3198	240
930	3201	237
931	3204	233
932	3207	230
933	3210	226
934	3213	223
935	3216	219
936	3218	216
937	3222	212
938	3225	209
939	3228	206
940	3231	202
941	3234	199
942	3237	195
943	3240	192
944	3243	188
945	3246	185
946	3249	181
947	3252	178
948	3255	174
949	3258	171
950	3261	168
951	3264	164
952	3267	161
953	3270	157
954	3273	154
955	3283	151
956	3286	147
957	3289	144
958	3292	140
959	3295	137
960	3298	133
961	3301	130
962	3304	126
963	3307	123
964	3310	120
965	3313	116
966	3316	113
967	3319	109
968	3322	106
969	3325	102
970	3328	99
971	3331	95
972	3335	92
973	3338	89
974	3341	85
975	3344	82
976	3347	78
977	3350	75
978	3353	71
979	3357	68
980	3360	65
981	3363	61
982	3366	58
983	3369	54
984	3372	51
985	3375	47
986	3378	44
987	3381	41
988	3384	37
989	3387	34
990	3390	30
991	3393	27
992	3396	23
993	3399	20
994	3403	17
995	3406	13
996	3409	10
997	3412	6
998	3415	3
999	3418	0
